Sorgu,Label,Recete
"Çiftçi arkadaşlara sordum, acil yardım! bitkide dikdörtgen gri lekeler var. dediler.",Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Teşhis: Mısır Gri Yaprak Lekesi (Cercospora). Kültürel Önlemler: Hasat sonrası bitki artıklarını derine gömün veya tarladan uzaklaştırın. Münavebe (ekim nöbeti) uygulayarak üst üste mısır ekmeyin. Dayanıklı çeşitler tercih edin. Kimyasal Mücadele: Hastalık belirtileri ilk görüldüğünde tescilli fungisitler (mantar ilaçları) ile ilaçlama yapılmalıdır.
Sanırım bitkimde bir sorun var: bitkimin ana sorunu gri yaprak lekesi..,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Teşhis: Mısır Gri Yaprak Lekesi (Cercospora). Kültürel Önlemler: Hasat sonrası bitki artıklarını derine gömün veya tarladan uzaklaştırın. Münavebe (ekim nöbeti) uygulayarak üst üste mısır ekmeyin. Dayanıklı çeşitler tercih edin. Kimyasal Mücadele: Hastalık belirtileri ilk görüldüğünde tescilli fungisitler (mantar ilaçları) ile ilaçlama yapılmalıdır.
"Yardımcı olur musunuz, bitkimin durumuna bakar mısın, dikdörtgen gri lekeler var gibi..",Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Teşhis: Mısır Gri Yaprak Lekesi (Cercospora). Kültürel Önlemler: Hasat sonrası bitki artıklarını derine gömün veya tarladan uzaklaştırın. Münavebe (ekim nöbeti) uygulayarak üst üste mısır ekmeyin. Dayanıklı çeşitler tercih edin. Kimyasal Mücadele: Hastalık belirtileri ilk görüldüğünde tescilli fungisitler (mantar ilaçları) ile ilaçlama yapılmalıdır.
Yaprağın her yerini gri yaprak lekesi kaplamış.,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Teşhis: Mısır Gri Yaprak Lekesi (Cercospora). Kültürel Önlemler: Hasat sonrası bitki artıklarını derine gömün veya tarladan uzaklaştırın. Münavebe (ekim nöbeti) uygulayarak üst üste mısır ekmeyin. Dayanıklı çeşitler tercih edin. Kimyasal Mücadele: Hastalık belirtileri ilk görüldüğünde tescilli fungisitler (mantar ilaçları) ile ilaçlama yapılmalıdır.
Yaprağın her yerini gri yaprak lekesi kaplamış.,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Teşhis: Mısır Gri Yaprak Lekesi (Cercospora). Kültürel Önlemler: Hasat sonrası bitki artıklarını derine gömün veya tarladan uzaklaştırın. Münavebe (ekim nöbeti) uygulayarak üst üste mısır ekmeyin. Dayanıklı çeşitler tercih edin. Kimyasal Mücadele: Hastalık belirtileri ilk görüldüğünde tescilli fungisitler (mantar ilaçları) ile ilaçlama yapılmalıdır.
"Yapraklarda gri yaprak lekesi var, ne yapabilirim?",Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Teşhis: Mısır Gri Yaprak Lekesi (Cercospora). Kültürel Önlemler: Hasat sonrası bitki artıklarını derine gömün veya tarladan uzaklaştırın. Münavebe (ekim nöbeti) uygulayarak üst üste mısır ekmeyin. Dayanıklı çeşitler tercih edin. Kimyasal Mücadele: Hastalık belirtileri ilk görüldüğünde tescilli fungisitler (mantar ilaçları) ile ilaçlama yapılmalıdır.
Damarlar boyunca uzanan gri çizgiler olan bitkiyi kurtarabilir miyim?,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Teşhis: Mısır Gri Yaprak Lekesi (Cercospora). Kültürel Önlemler: Hasat sonrası bitki artıklarını derine gömün veya tarladan uzaklaştırın. Münavebe (ekim nöbeti) uygulayarak üst üste mısır ekmeyin. Dayanıklı çeşitler tercih edin. Kimyasal Mücadele: Hastalık belirtileri ilk görüldüğünde tescilli fungisitler (mantar ilaçları) ile ilaçlama yapılmalıdır.
"Çiftçi arkadaşlara sordum, acil yardım! bitkide dikdörtgen gri lekeler var. dediler.",Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Teşhis: Mısır Gri Yaprak Lekesi (Cercospora). Kültürel Önlemler: Hasat sonrası bitki artıklarını derine gömün veya tarladan uzaklaştırın. Münavebe (ekim nöbeti) uygulayarak üst üste mısır ekmeyin. Dayanıklı çeşitler tercih edin. Kimyasal Mücadele: Hastalık belirtileri ilk görüldüğünde tescilli fungisitler (mantar ilaçları) ile ilaçlama yapılmalıdır.
"Yardımcı olur musunuz, hocam dikdörtgen gri lekeler için hangi ilacı kullanmalıyım?.",Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Teşhis: Mısır Gri Yaprak Lekesi (Cercospora). Kültürel Önlemler: Hasat sonrası bitki artıklarını derine gömün veya tarladan uzaklaştırın. Münavebe (ekim nöbeti) uygulayarak üst üste mısır ekmeyin. Dayanıklı çeşitler tercih edin. Kimyasal Mücadele: Hastalık belirtileri ilk görüldüğünde tescilli fungisitler (mantar ilaçları) ile ilaçlama yapılmalıdır.
"Maalesef neden yapraklarda gri yaprak lekesi oluşur?, ne yapmam gerekiyor?",Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Teşhis: Mısır Gri Yaprak Lekesi (Cercospora). Kültürel Önlemler: Hasat sonrası bitki artıklarını derine gömün veya tarladan uzaklaştırın. Münavebe (ekim nöbeti) uygulayarak üst üste mısır ekmeyin. Dayanıklı çeşitler tercih edin. Kimyasal Mücadele: Hastalık belirtileri ilk görüldüğünde tescilli fungisitler (mantar ilaçları) ile ilaçlama yapılmalıdır.
Bitki yapraklarının üzerinde dikdörtgen gri lekeler görüyorum.,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Teşhis: Mısır Gri Yaprak Lekesi (Cercospora). Kültürel Önlemler: Hasat sonrası bitki artıklarını derine gömün veya tarladan uzaklaştırın. Münavebe (ekim nöbeti) uygulayarak üst üste mısır ekmeyin. Dayanıklı çeşitler tercih edin. Kimyasal Mücadele: Hastalık belirtileri ilk görüldüğünde tescilli fungisitler (mantar ilaçları) ile ilaçlama yapılmalıdır.
"Maalesef dikdörtgen gri lekeler sorunu mahsulü mahvetti., ne yapmam gerekiyor?",Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Teşhis: Mısır Gri Yaprak Lekesi (Cercospora). Kültürel Önlemler: Hasat sonrası bitki artıklarını derine gömün veya tarladan uzaklaştırın. Münavebe (ekim nöbeti) uygulayarak üst üste mısır ekmeyin. Dayanıklı çeşitler tercih edin. Kimyasal Mücadele: Hastalık belirtileri ilk görüldüğünde tescilli fungisitler (mantar ilaçları) ile ilaçlama yapılmalıdır.
Gri yaprak lekesi domateslerimi sarmaya başladı.,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Teşhis: Mısır Gri Yaprak Lekesi (Cercospora). Kültürel Önlemler: Hasat sonrası bitki artıklarını derine gömün veya tarladan uzaklaştırın. Münavebe (ekim nöbeti) uygulayarak üst üste mısır ekmeyin. Dayanıklı çeşitler tercih edin. Kimyasal Mücadele: Hastalık belirtileri ilk görüldüğünde tescilli fungisitler (mantar ilaçları) ile ilaçlama yapılmalıdır.
Dikdörtgen gri lekeler sorunu mahsulü mahvetti.,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Teşhis: Mısır Gri Yaprak Lekesi (Cercospora). Kültürel Önlemler: Hasat sonrası bitki artıklarını derine gömün veya tarladan uzaklaştırın. Münavebe (ekim nöbeti) uygulayarak üst üste mısır ekmeyin. Dayanıklı çeşitler tercih edin. Kimyasal Mücadele: Hastalık belirtileri ilk görüldüğünde tescilli fungisitler (mantar ilaçları) ile ilaçlama yapılmalıdır.
"Çiftçi arkadaşlara sordum, gri yaprak lekesi domateslerimi sarmaya başladı. dediler.",Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Teşhis: Mısır Gri Yaprak Lekesi (Cercospora). Kültürel Önlemler: Hasat sonrası bitki artıklarını derine gömün veya tarladan uzaklaştırın. Münavebe (ekim nöbeti) uygulayarak üst üste mısır ekmeyin. Dayanıklı çeşitler tercih edin. Kimyasal Mücadele: Hastalık belirtileri ilk görüldüğünde tescilli fungisitler (mantar ilaçları) ile ilaçlama yapılmalıdır.
"Bitkimin durumuna bakar mısın, dikdörtgen gri lekeler var gibi.",Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Teşhis: Mısır Gri Yaprak Lekesi (Cercospora). Kültürel Önlemler: Hasat sonrası bitki artıklarını derine gömün veya tarladan uzaklaştırın. Münavebe (ekim nöbeti) uygulayarak üst üste mısır ekmeyin. Dayanıklı çeşitler tercih edin. Kimyasal Mücadele: Hastalık belirtileri ilk görüldüğünde tescilli fungisitler (mantar ilaçları) ile ilaçlama yapılmalıdır.
Kontrol ettim ve acil yardım! bitkide dikdörtgen gri lekeler var. gördüm.,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Teşhis: Mısır Gri Yaprak Lekesi (Cercospora). Kültürel Önlemler: Hasat sonrası bitki artıklarını derine gömün veya tarladan uzaklaştırın. Münavebe (ekim nöbeti) uygulayarak üst üste mısır ekmeyin. Dayanıklı çeşitler tercih edin. Kimyasal Mücadele: Hastalık belirtileri ilk görüldüğünde tescilli fungisitler (mantar ilaçları) ile ilaçlama yapılmalıdır.
Gri yaprak lekesi domateslerimi sarmaya başladı.,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Teşhis: Mısır Gri Yaprak Lekesi (Cercospora). Kültürel Önlemler: Hasat sonrası bitki artıklarını derine gömün veya tarladan uzaklaştırın. Münavebe (ekim nöbeti) uygulayarak üst üste mısır ekmeyin. Dayanıklı çeşitler tercih edin. Kimyasal Mücadele: Hastalık belirtileri ilk görüldüğünde tescilli fungisitler (mantar ilaçları) ile ilaçlama yapılmalıdır.
Bitki yapraklarının üzerinde dikdörtgen gri lekeler görüyorum.,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Teşhis: Mısır Gri Yaprak Lekesi (Cercospora). Kültürel Önlemler: Hasat sonrası bitki artıklarını derine gömün veya tarladan uzaklaştırın. Münavebe (ekim nöbeti) uygulayarak üst üste mısır ekmeyin. Dayanıklı çeşitler tercih edin. Kimyasal Mücadele: Hastalık belirtileri ilk görüldüğünde tescilli fungisitler (mantar ilaçları) ile ilaçlama yapılmalıdır.
Dikdörtgen gri lekeler ile nasıl mücadele edilir?,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Teşhis: Mısır Gri Yaprak Lekesi (Cercospora). Kültürel Önlemler: Hasat sonrası bitki artıklarını derine gömün veya tarladan uzaklaştırın. Münavebe (ekim nöbeti) uygulayarak üst üste mısır ekmeyin. Dayanıklı çeşitler tercih edin. Kimyasal Mücadele: Hastalık belirtileri ilk görüldüğünde tescilli fungisitler (mantar ilaçları) ile ilaçlama yapılmalıdır.
Acil teşhis lazım: bitki yapraklarının üzerinde dikdörtgen gri lekeler görüyorum..,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Teşhis: Mısır Gri Yaprak Lekesi (Cercospora). Kültürel Önlemler: Hasat sonrası bitki artıklarını derine gömün veya tarladan uzaklaştırın. Münavebe (ekim nöbeti) uygulayarak üst üste mısır ekmeyin. Dayanıklı çeşitler tercih edin. Kimyasal Mücadele: Hastalık belirtileri ilk görüldüğünde tescilli fungisitler (mantar ilaçları) ile ilaçlama yapılmalıdır.
Damarlar boyunca uzanan gri çizgiler olan bitkiyi kurtarabilir miyim?,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Teşhis: Mısır Gri Yaprak Lekesi (Cercospora). Kültürel Önlemler: Hasat sonrası bitki artıklarını derine gömün veya tarladan uzaklaştırın. Münavebe (ekim nöbeti) uygulayarak üst üste mısır ekmeyin. Dayanıklı çeşitler tercih edin. Kimyasal Mücadele: Hastalık belirtileri ilk görüldüğünde tescilli fungisitler (mantar ilaçları) ile ilaçlama yapılmalıdır.
"Acil teşhis lazım: geçen gün damarlar boyunca uzanan gri çizgiler şüphesiyle baktım, sanırım öyle..",Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Teşhis: Mısır Gri Yaprak Lekesi (Cercospora). Kültürel Önlemler: Hasat sonrası bitki artıklarını derine gömün veya tarladan uzaklaştırın. Münavebe (ekim nöbeti) uygulayarak üst üste mısır ekmeyin. Dayanıklı çeşitler tercih edin. Kimyasal Mücadele: Hastalık belirtileri ilk görüldüğünde tescilli fungisitler (mantar ilaçları) ile ilaçlama yapılmalıdır.
Sanırım bitkimde bir sorun var: damarlar boyunca uzanan gri çizgiler belirtileri hakkında bilgi verir misin?.,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Teşhis: Mısır Gri Yaprak Lekesi (Cercospora). Kültürel Önlemler: Hasat sonrası bitki artıklarını derine gömün veya tarladan uzaklaştırın. Münavebe (ekim nöbeti) uygulayarak üst üste mısır ekmeyin. Dayanıklı çeşitler tercih edin. Kimyasal Mücadele: Hastalık belirtileri ilk görüldüğünde tescilli fungisitler (mantar ilaçları) ile ilaçlama yapılmalıdır.
"Yapraklarda gri yaprak lekesi var, ne yapabilirim?",Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Teşhis: Mısır Gri Yaprak Lekesi (Cercospora). Kültürel Önlemler: Hasat sonrası bitki artıklarını derine gömün veya tarladan uzaklaştırın. Münavebe (ekim nöbeti) uygulayarak üst üste mısır ekmeyin. Dayanıklı çeşitler tercih edin. Kimyasal Mücadele: Hastalık belirtileri ilk görüldüğünde tescilli fungisitler (mantar ilaçları) ile ilaçlama yapılmalıdır.
Damarlar boyunca uzanan gri çizgiler olan bitkiyi kurtarabilir miyim?,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Teşhis: Mısır Gri Yaprak Lekesi (Cercospora). Kültürel Önlemler: Hasat sonrası bitki artıklarını derine gömün veya tarladan uzaklaştırın. Münavebe (ekim nöbeti) uygulayarak üst üste mısır ekmeyin. Dayanıklı çeşitler tercih edin. Kimyasal Mücadele: Hastalık belirtileri ilk görüldüğünde tescilli fungisitler (mantar ilaçları) ile ilaçlama yapılmalıdır.
"Maalesef acil yardım! bitkide dikdörtgen gri lekeler var., ne yapmam gerekiyor?",Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Teşhis: Mısır Gri Yaprak Lekesi (Cercospora). Kültürel Önlemler: Hasat sonrası bitki artıklarını derine gömün veya tarladan uzaklaştırın. Münavebe (ekim nöbeti) uygulayarak üst üste mısır ekmeyin. Dayanıklı çeşitler tercih edin. Kimyasal Mücadele: Hastalık belirtileri ilk görüldüğünde tescilli fungisitler (mantar ilaçları) ile ilaçlama yapılmalıdır.
Sanırım bitkimde bir sorun var: damarlar boyunca uzanan gri çizgiler belirtileri hakkında bilgi verir misin?.,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Teşhis: Mısır Gri Yaprak Lekesi (Cercospora). Kültürel Önlemler: Hasat sonrası bitki artıklarını derine gömün veya tarladan uzaklaştırın. Münavebe (ekim nöbeti) uygulayarak üst üste mısır ekmeyin. Dayanıklı çeşitler tercih edin. Kimyasal Mücadele: Hastalık belirtileri ilk görüldüğünde tescilli fungisitler (mantar ilaçları) ile ilaçlama yapılmalıdır.
Sanırım bitkimde bir sorun var: tarladaki yapraklarda dikdörtgen gri lekeler yayıldı..,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Teşhis: Mısır Gri Yaprak Lekesi (Cercospora). Kültürel Önlemler: Hasat sonrası bitki artıklarını derine gömün veya tarladan uzaklaştırın. Münavebe (ekim nöbeti) uygulayarak üst üste mısır ekmeyin. Dayanıklı çeşitler tercih edin. Kimyasal Mücadele: Hastalık belirtileri ilk görüldüğünde tescilli fungisitler (mantar ilaçları) ile ilaçlama yapılmalıdır.
Damarlar boyunca uzanan gri çizgiler belirtileri hakkında bilgi verir misin?,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Teşhis: Mısır Gri Yaprak Lekesi (Cercospora). Kültürel Önlemler: Hasat sonrası bitki artıklarını derine gömün veya tarladan uzaklaştırın. Münavebe (ekim nöbeti) uygulayarak üst üste mısır ekmeyin. Dayanıklı çeşitler tercih edin. Kimyasal Mücadele: Hastalık belirtileri ilk görüldüğünde tescilli fungisitler (mantar ilaçları) ile ilaçlama yapılmalıdır.
"Maalesef gri yaprak lekesi nedeniyle bitkim çok sağlıksız görünüyor., ne yapmam gerekiyor?",Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Teşhis: Mısır Gri Yaprak Lekesi (Cercospora). Kültürel Önlemler: Hasat sonrası bitki artıklarını derine gömün veya tarladan uzaklaştırın. Münavebe (ekim nöbeti) uygulayarak üst üste mısır ekmeyin. Dayanıklı çeşitler tercih edin. Kimyasal Mücadele: Hastalık belirtileri ilk görüldüğünde tescilli fungisitler (mantar ilaçları) ile ilaçlama yapılmalıdır.
Sanırım bitkimde bir sorun var: hocam dikdörtgen gri lekeler için hangi ilacı kullanmalıyım?.,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Teşhis: Mısır Gri Yaprak Lekesi (Cercospora). Kültürel Önlemler: Hasat sonrası bitki artıklarını derine gömün veya tarladan uzaklaştırın. Münavebe (ekim nöbeti) uygulayarak üst üste mısır ekmeyin. Dayanıklı çeşitler tercih edin. Kimyasal Mücadele: Hastalık belirtileri ilk görüldüğünde tescilli fungisitler (mantar ilaçları) ile ilaçlama yapılmalıdır.
"Bitkimin durumuna bakar mısın, dikdörtgen gri lekeler var gibi.",Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Teşhis: Mısır Gri Yaprak Lekesi (Cercospora). Kültürel Önlemler: Hasat sonrası bitki artıklarını derine gömün veya tarladan uzaklaştırın. Münavebe (ekim nöbeti) uygulayarak üst üste mısır ekmeyin. Dayanıklı çeşitler tercih edin. Kimyasal Mücadele: Hastalık belirtileri ilk görüldüğünde tescilli fungisitler (mantar ilaçları) ile ilaçlama yapılmalıdır.
Gri yaprak lekesi nedeniyle bitkim çok sağlıksız görünüyor.,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Teşhis: Mısır Gri Yaprak Lekesi (Cercospora). Kültürel Önlemler: Hasat sonrası bitki artıklarını derine gömün veya tarladan uzaklaştırın. Münavebe (ekim nöbeti) uygulayarak üst üste mısır ekmeyin. Dayanıklı çeşitler tercih edin. Kimyasal Mücadele: Hastalık belirtileri ilk görüldüğünde tescilli fungisitler (mantar ilaçları) ile ilaçlama yapılmalıdır.
Damarlar boyunca uzanan gri çizgiler olan bitkiyi kurtarabilir miyim?,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Teşhis: Mısır Gri Yaprak Lekesi (Cercospora). Kültürel Önlemler: Hasat sonrası bitki artıklarını derine gömün veya tarladan uzaklaştırın. Münavebe (ekim nöbeti) uygulayarak üst üste mısır ekmeyin. Dayanıklı çeşitler tercih edin. Kimyasal Mücadele: Hastalık belirtileri ilk görüldüğünde tescilli fungisitler (mantar ilaçları) ile ilaçlama yapılmalıdır.
Damarlar boyunca uzanan gri çizgiler belirtileri hakkında bilgi verir misin?,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Teşhis: Mısır Gri Yaprak Lekesi (Cercospora). Kültürel Önlemler: Hasat sonrası bitki artıklarını derine gömün veya tarladan uzaklaştırın. Münavebe (ekim nöbeti) uygulayarak üst üste mısır ekmeyin. Dayanıklı çeşitler tercih edin. Kimyasal Mücadele: Hastalık belirtileri ilk görüldüğünde tescilli fungisitler (mantar ilaçları) ile ilaçlama yapılmalıdır.
